Time, Temp (C), Humidity (%)
2022-01-28 23:18:24.923231, 18.1, 63.0
2022-01-28 23:18:30.008395, 18.1, 63.0
2022-01-28 23:18:35.093113, 18.1, 63.0
2022-01-28 23:18:40.177403, 18.0, 63.0
2022-01-28 23:18:45.262843, 18.1, 63.0
2022-01-28 23:18:50.348451, 18.0, 63.0
2022-01-28 23:18:55.433027, 18.0, 63.0
2022-01-28 23:19:00.518707, 18.0, 63.0
2022-01-28 23:19:05.602940, 18.0, 63.0
2022-01-28 23:19:10.688161, 18.0, 63.0
2022-01-28 23:19:15.774481, 18.1, 63.0
2022-01-28 23:19:25.943096, 18.0, 63.0
2022-01-28 23:19:31.028664, 18.1, 63.0
2022-01-28 23:19:36.112985, 18.0, 63.0
2022-01-28 23:19:41.198822, 18.0, 63.0
2022-01-28 23:19:46.285451, 18.0, 63.0
2022-01-28 23:19:51.367542, 18.0, 63.0
2022-01-28 23:19:56.453828, 18.0, 63.0
2022-01-28 23:20:01.539357, 18.0, 63.0
2022-01-28 23:20:11.707694, 18.0, 63.0
2022-01-28 23:20:16.793942, 18.0, 63.0
2022-01-28 23:20:21.880284, 18.0, 63.0
2022-01-28 23:20:37.130162, 18.0, 63.0
2022-01-28 23:20:42.216410, 18.0, 63.0
2022-01-28 23:20:47.302589, 18.0, 63.0
2022-01-28 23:20:57.471737, 18.0, 63.0
2022-01-28 23:21:02.552988, 18.0, 63.0
2022-01-28 23:21:07.639673, 18.0, 63.0
2022-01-28 23:21:12.725907, 18.0, 63.0
2022-01-28 23:21:22.894839, 18.0, 63.0
2022-01-28 23:21:27.981258, 18.0, 63.0
2022-01-28 23:21:33.068692, 18.0, 63.0
2022-01-28 23:21:38.152869, 18.0, 63.0
2022-01-28 23:21:53.404325, 18.0, 63.0
2022-01-28 23:22:03.573043, 18.0, 63.0
2022-01-28 23:22:08.658854, 18.0, 63.0
2022-01-28 23:22:13.742908, 18.0, 63.0
2022-01-28 23:22:18.828227, 18.0, 64.0
2022-01-28 23:22:23.913622, 18.0, 64.0
2022-01-28 23:22:28.999944, 18.0, 63.0
2022-01-28 23:22:34.082574, 18.0, 64.0
2022-01-28 23:22:39.165714, 18.0, 64.0
2022-01-28 23:22:49.333675, 18.0, 64.0
2022-01-28 23:22:54.420100, 18.0, 64.0
2022-01-28 23:22:59.505900, 18.0, 64.0
2022-01-28 23:23:09.674389, 17.9, 64.0
2022-01-28 23:23:14.760460, 17.9, 64.0
2022-01-28 23:23:19.846291, 18.0, 64.0
2022-01-28 23:23:24.932390, 17.9, 64.0
2022-01-28 23:23:30.018585, 18.0, 64.0
2022-01-28 23:23:35.102556, 18.0, 64.0
2022-01-28 23:23:40.183044, 18.0, 63.0
2022-01-28 23:23:50.351424, 18.0, 64.0
2022-01-28 23:23:55.438541, 17.9, 63.0
2022-01-28 23:24:00.524922, 18.0, 63.0
2022-01-28 23:24:05.605067, 17.9, 63.0
2022-01-28 23:24:10.691267, 18.0, 63.0
2022-01-28 23:24:20.858047, 18.0, 63.0
2022-01-28 23:24:25.942977, 18.0, 63.0
2022-01-28 23:24:31.028914, 18.0, 63.0
2022-01-28 23:24:36.113065, 18.0, 63.0
2022-01-28 23:24:41.198545, 18.0, 63.0
2022-01-28 23:24:46.284771, 18.0, 63.0
2022-01-28 23:24:51.371424, 17.9, 63.0
2022-01-28 23:24:56.456535, 18.0, 63.0
2022-01-28 23:25:01.542698, 18.0, 63.0
2022-01-28 23:25:06.625974, 18.0, 63.0
2022-01-28 23:25:11.712131, 18.0, 63.0
2022-01-28 23:25:16.798481, 18.0, 63.0
2022-01-28 23:25:21.884969, 18.0, 63.0
2022-01-28 23:25:26.971411, 18.0, 63.0
2022-01-28 23:25:32.058968, 17.9, 63.0
2022-01-28 23:25:37.145475, 17.9, 63.0
2022-01-28 23:25:47.315089, 17.9, 63.0
2022-01-28 23:25:52.399866, 18.0, 63.0
2022-01-28 23:25:57.483186, 17.9, 63.0
2022-01-28 23:26:12.735476, 17.9, 63.0
2022-01-28 23:26:22.903079, 18.0, 63.0
2022-01-28 23:26:38.152711, 17.9, 63.0
2022-01-28 23:26:53.402558, 17.9, 63.0
2022-01-28 23:26:58.487483, 17.9, 63.0
2022-01-28 23:27:03.574642, 17.9, 63.0
2022-01-28 23:27:08.661635, 17.9, 63.0
2022-01-28 23:27:13.749206, 17.9, 63.0
2022-01-28 23:27:18.835767, 17.9, 63.0
2022-01-28 23:27:23.923846, 17.9, 63.0
2022-01-28 23:27:29.009362, 17.9, 63.0
2022-01-28 23:27:34.093814, 17.9, 63.0
2022-01-28 23:27:39.178010, 17.9, 63.0
